priority,report,source,reasons
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1173-Japan-emergence-graphic-design-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1175-Japan-graphic-design-matures-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1176-Japan-avant-garde-proletarian-graphics-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1177-Japan-photography-advertising-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1177-Photography-Advertising-Publications-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1178-Kao-Hara-Nippon-Kobo-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1179-Japanese-Abroad-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1180-Manchuria-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1181-Taiwan-model-colony-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1182-Bibliographic-essay-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1182-Korea-colonial-industrialization-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1183-Hangul-Publishing-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1183-Japan-colonies-bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1184-Japan-colonies-bibliography-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1184-Japan-colonies-books-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1185-Japan-Taiwan-Korea-books-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1186-Japan-articles-conference-papers-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1186-Japan-colonies-articles-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1187-World-War-II-chapter-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1188-World-War-II-Germany-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1189-World-War-II-Italy-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1190-WWII-Great-Britain-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1191-Operations-research-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1194-Soviet-Design-Bureaus-Japan-Mobilization-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1197-United-States-production-planning-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1202-OSRD-Systems-Human-Factors-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1203-US-Operations-Research-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1206-Propaganda-overview-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1209-French-Vichy-and-antibolshevik-propaganda-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1214-China-cartoon-warfare-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1215-United-States-OWI-propaganda-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1216-United-States-modernist-networks-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1217-Mexico-antifascist-graphics-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1218-Mexican-poster-and-free-artists-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
P0,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1219-WWII-bibliographic-essay-report.md,,"P0:报告无法定位对应源文 | P2:低/中信息量报告结构过度缺省:source_check,document_nature,semantic_analysis,knowledge_elements,hierarchy,evidence,textbook_use,quote_boundary,technical_boundary,conclusion | P1:缺少知识要素节"
